station,catchment,district,lat,lon
KANOR,106,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
VANA,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
BABALWARA,106,UDAIPUR,,
SOM,106,UDAIPUR,,
PADUNA,106,UDAIPUR,,
NAMANA,106,UDAIPUR,,
CHANDRABHAGA,106,UDAIPUR,,
BHARAI,106,UDAIPUR,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
KOTRA (A),105,UDAIPUR,"240 11"" N","730 55"" E"
JADOL (A),106,UDAIPUR,"250 45"" N","740 05"" E"
TARPAL (A),105,UDAIPUR,"230 59"" N","730 36"" E"
UDAIPUR,106,UDAIPUR,"240 04"" N","730 53"" E"
SARARA,105,UDAIPUR,"240 06"" N","740 28"" E"
BHIM,105,UDAIPUR,"240 11"" N","730 55"" E"
KHERWARA,106,UDAIPUR,"250 45"" N","740 05"" E"
KUMBHALGARH,105,UDAIPUR,"230 59"" N","730 36"" E"
AMET,106,UDAIPUR,,
DEVGARH,106,UDAIPUR,"240 35"" N","730 42"" E"
VALLABH NAGAR,106,UDAIPUR,"250 10"" N","730 34"" E"
MAVLI,106,UDAIPUR,"250 19"" N","730 56"" E"
BHOPAL SAGAR,106,UDAIPUR,"250 34"" N","730 58"" E"
LASADIYA,106,UDAIPUR,"250 34"" N","730 58"" E"
SALUMBER,406,UDAIPUR,"240 52"" N","740 00"" E"
PHALASIYA,406,UDAIPUR,"240 47"" N","730 59"" E"
KOTRA,105,UDAIPUR,"240 08"" N","740 03"" E"
GOGUNDA,106,UDAIPUR,"240 22"" N","730 10"" E"
RAIL MAGRA,106,UDAIPUR,,
NATHDWARA,106,UDAIPUR,"250 02"" N","740 08"" E"
RAJSAMAND,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR *,106,UDAIPUR,,
JAISAMAND *,106,UDAIPUR,,
NAGLIYA *,106,UDAIPUR,,
ACHNERA *,106,UDAIPUR,,
BAGOLIYA *,406,UDAIPUR,"240 38"" N","730 42"" E"
KEWARA *,106,UDAIPUR,,
KAMLI *,106,UDAIPUR,,
GHASA *,106,UDAIPUR,,
KARAWARA *,,UDAIPUR,"240 50"" N","730 50"" E"
RAKHABDEV *,106,UDAIPUR,,
KANOR *,106,UDAIPUR,,
VANA,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
BABALWARA,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
PADUNA *,106,UDAIPUR,,
NAMANA *,106,UDAIPUR,,
CHANDRABHAGA *,106,UDAIPUR,,
BHARAI *,106,UDAIPUR,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
KOTA CANTT (A),105,UDAIPUR,"240 11"" N","730 55"" E"
JHADOL (A),106,UDAIPUR,"250 45"" N","740 05"" E"
TARPAL (A),105,UDAIPUR,"230 59"" N","730 36"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,"240 04"" N","730 53"" E"
BIKARNI (A),105,UDAIPUR,"240 06"" N","740 28"" E"
SAINWARE (A),106,UDAIPUR,"240 24"" N","730 28"" E"
UDAIPUR (GIRWA),106,UDAIPUR,"240 22"" N","730 10"" E"
SARARA,106,UDAIPUR,"240 24"" N","730 28"" E"
BHIM,106,UDAIPUR,"240 35"" N","730 42"" E"
KHERWARA ,106,UDAIPUR,"250 10"" N","730 34"" E"
KUMBHALGARH,106,UDAIPUR,"250 19"" N","730 56"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
LASADIYA ,105,UDAIPUR,"240 08"" N","740 03"" E"
SALUMBER,106,UDAIPUR,"240 22"" N","730 10"" E"
PHALASIYA,,UDAIPUR,,
KOTRA,106,UDAIPUR,"250 02"" N","740 08"" E"
GOGUNDA,106,UDAIPUR,"240 55"" N","730 50"" E"
RAILMAGRA,,UDAIPUR,"240 14"" N","750 57"" E"
NATHDWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,,UDAIPUR,"240 07"" N","730 43"" E"
NAGLIA *,,UDAIPUR,"240 50"" N","730 50"" E"
KANORE *,,UDAIPUR,"240 17"" N","730 43"" E"
KEWARA ,,UDAIPUR,,
PADUNA *,,UDAIPUR,"240 47"" N","730 49"" E"
SOM *,,UDAIPUR,"240 42"" N","730 54"" E"
KHEMLI *,,UDAIPUR,"240 36"" N","740 08"" E"
RAKHABDEV *,,UDAIPUR,,
NAMANA *,,UDAIPUR,,
CHANDRA BHAGA *,,UDAIPUR,,
BHARAI *,,UDAIPUR,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,5.6,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,-,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL,,UDAIPUR,"240 50"" N","730 50"" E"
KOTRA (CANTT),106,UDAIPUR,"240 22"" N","730 10"" E"
JHADOL (A),106,UDAIPUR,,
TARPAL (A),106,UDAIPUR,"250 02"" N","740 08"" E"
UDAIPUR,106,24556,"240 55"" N","730 50"" E"
KUMBHALGARH,105,UDAIPUR,"240 06"" N","740 28"" E"
AMET,106,UDAIPUR,"240 24"" N","730 28"" E"
DEOGARH,106,UDAIPUR,,
VALLABH NAGAR,,UDAIPUR,"240 24"" N","730 28"" E"
MAVLI,106,UDAIPUR,,
SALUMBER,106,24677,"250 10"" N","730 34"" E"
KOTRA,106,26,"250 34"" N","730 58"" E"
GOGUNDA,406,UDAIPUR,"240 52"" N","740 00"" E"
RAILMAGRA,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,105,UDAIPUR,"240 08"" N","740 03"" E"
JAISAMAND,,UDAIPUR,,
KEWARA,,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA,106,UDAIPUR,,
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA,406,UDAIPUR,"240 38"" N","730 42"" E"
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR,,UDAIPUR,,
KANOR,,UDAIPUR,,
BABALWARA,,-,,
CHANDRABHAGA,,-,,
NAMANA,,-,,
BHARAI,,-,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,5.6,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,-,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,,UDAIPUR,"240 50"" N","730 50"" E"
JHADOL,,UDAIPUR,"240 50"" N","730 50"" E"
KOTRA (CANTT),106,UDAIPUR,"240 22"" N","730 10"" E"
JHADOL (A),106,UDAIPUR,,
TARPAL (A),106,UDAIPUR,"250 02"" N","740 08"" E"
UDAIPUR,106,24556,"240 55"" N","730 50"" E"
KUMBHALGARH,105,UDAIPUR,"240 06"" N","740 28"" E"
AMET,106,UDAIPUR,"240 24"" N","730 28"" E"
DEOGARH,106,UDAIPUR,,
VALLABH NAGAR,,UDAIPUR,"240 24"" N","730 28"" E"
MAVLI,106,UDAIPUR,,
SALUMBER,106,24677,"250 10"" N","730 34"" E"
KOTRA,106,26,"250 34"" N","730 58"" E"
GOGUNDA,406,UDAIPUR,"240 52"" N","740 00"" E"
RAILMAGRA,406,UDAIPUR,"240 47"" N","730 59"" E"
NATHDWARA,105,UDAIPUR,"240 08"" N","740 03"" E"
JAISAMAND,,UDAIPUR,,
KEWARA,,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA,106,UDAIPUR,,
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA,406,UDAIPUR,"240 38"" N","730 42"" E"
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR,,UDAIPUR,,
KANOR,,UDAIPUR,,
BABALWARA,,-,,
CHANDRABHAGA,,-,,
NAMANA,,-,,
BHARAI,,-,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,UDAIPUR,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,,
VALLABHNAGAR (AGRO) ,406,UDAIPUR,"240 38"" N","730 42"" E"
JAISAMAND *,106,UDAIPUR,,
KEWARA *,106,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA *,106,UDAIPUR,,
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
KANOR *,106,UDAIPUR,,
BABALWARA *,106,UDAIPUR,,
CHANDRABHAGA *,106,UDAIPUR,,
NAMANA *,106,UDAIPUR,,
BHARAI *,106,UDAIPUR,"250 0"" N","740 05"" E"
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,UDAIPUR,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,,
VALLABHNAGAR (AGRO) ,406,UDAIPUR,"240 38"" N","730 42"" E"
JAISAMAND *,106,UDAIPUR,,
KEWARA *,106,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA *,106,UDAIPUR,,
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
KANOR *,106,UDAIPUR,,
BABALWARA *,106,UDAIPUR,,
CHANDRABHAGA *,106,UDAIPUR,,
NAMANA *,106,UDAIPUR,,
BHARAI *,106,UDAIPUR,"250 0"" N","740 05"" E"
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,UDAIPUR,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,,
VALLABHNAGAR (AGRO) ,406,UDAIPUR,"240 38"" N","730 42"" E"
JAISAMAND *,106,UDAIPUR,,
KEWARA *,106,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA *,106,UDAIPUR,,
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
KANOR *,106,UDAIPUR,,
BABALWARA *,106,UDAIPUR,,
CHANDRABHAGA *,106,UDAIPUR,,
NAMANA *,106,UDAIPUR,,
BHARAI *,106,UDAIPUR,"250 0"" N","740 05"" E"
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,UDAIPUR,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,,
VALLABHNAGAR (AGRO) ,406,UDAIPUR,"240 38"" N","730 42"" E"
JAISAMAND *,106,UDAIPUR,,
KEWARA *,106,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA *,106,UDAIPUR,,
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
KANOR *,106,UDAIPUR,,
BABALWARA *,106,UDAIPUR,,
CHANDRABHAGA *,106,UDAIPUR,,
NAMANA *,106,UDAIPUR,,
BHARAI *,106,UDAIPUR,"250 0"" N","740 05"" E"
UDAIPUR,,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,"240 22"" N","730 10"" E"
JHADOL (A),106,UDAIPUR,"240 24"" N","730 28"" E"
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
JAISAMAND *,,UDAIPUR,"240 14"" N","750 57"" E"
KHERWARA *,105,UDAIPUR,"230 59"" N","730 36"" E"
RAKHABDEV,,UDAIPUR,"240 07"" N","730 43"" E"
BAGOLIA *,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,,UDAIPUR,"240 17"" N","730 43"" E"
NAGLIA *,,UDAIPUR,,
GHASA *,,UDAIPUR,"240 47"" N","730 49"" E"
KHEMLI *,,UDAIPUR,"240 42"" N","730 54"" E"
VANA *,,UDAIPUR,"240 36"" N","740 08"" E"
SOM *,,UDAIPUR,,
MOMER *,,UDAIPUR,,
KURABAR *,,UDAIPUR,,
KANOR *,,UDAIPUR,,
BABALWARA *,,UDAIPUR,,
CHANDRABHAGA *,,UDAIPUR,,
NAMANA *,,UDAIPUR,,
BHARAI *,,UDAIPUR,,
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,UDAIPUR,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,,
VALLABHNAGAR (AGRO) ,406,UDAIPUR,"240 38"" N","730 42"" E"
JAISAMAND *,106,UDAIPUR,,
KEWARA *,106,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA *,106,UDAIPUR,,
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
KANOR *,106,UDAIPUR,,
BABALWARA *,106,UDAIPUR,,
CHANDRABHAGA *,106,UDAIPUR,,
NAMANA *,106,UDAIPUR,,
BHARAI *,106,UDAIPUR,"250 0"" N","740 05"" E"
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,UDAIPUR,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,,
VALLABHNAGAR (AGRO) ,406,UDAIPUR,"240 38"" N","730 42"" E"
JAISAMAND *,106,UDAIPUR,,
KEWARA *,106,UDAIPUR,,
RAKHABDEV *,106,UDAIPUR,,
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,106,UDAIPUR,,
BARAWARDA *,106,UDAIPUR,,
NAGLIA *,106,UDAIPUR,,
GHASA *,106,UDAIPUR,,
KHEMLI *,106,UDAIPUR,,
VANA *,106,UDAIPUR,,
SOM *,106,UDAIPUR,,
MOMER *,106,UDAIPUR,,
KURABAR *,106,UDAIPUR,,
KANOR *,106,UDAIPUR,,
BABALWARA *,106,UDAIPUR,,
CHANDRABHAGA *,106,UDAIPUR,,
NAMANA *,106,UDAIPUR,,
BHARAI *,106,UDAIPUR,"250 0"" N","740 05"" E"
UDAIPUR (A),,UDAIPUR,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,RAJSAMAND,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,RAJSAMAND,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,RAJSAMMAND,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,RAJSAMMAND,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,RAJSAMAND,"250 02"" N","740 08"" E"
NATHDWARA,106,RAJSAMAND,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,RAJSAMAND,,
VALLABHNAGAR (AGRO) ,406,UDAIPUR,"240 38"" N","730 42"" E"
JAISAMAND *,106,RAJSAMAND,,
KEWARA *,106,RAJSAMAND,,
RAKHABDEV *,106,RAJSAMAND,,
BAGOLIA*,,UDAIPUR,"240 50"" N","730 50"" E"
PADUNA *,106,RAJSAMAND,,
BARAWARDA *,106,RAJSAMAND,,
NAGLIA *,106,RAJSAMAND,,
GHASA *,106,RAJSAMAND,,
KHEMLI *,106,RAJSAMAND,,
VANA *,106,RAJSAMAND,,
SOM *,106,RAJSAMAND,,
MOMER *,106,RAJSAMAND,,
KURABAR *,106,RAJSAMAND,,
KANOR *,106,RAJSAMAND,,
BABALWARA *,106,RAJSAMAND,,
CHANDRABHAGA *,106,RAJSAMAND,,
NAMANA *,106,RAJSAMAND,,
BHARAI *,106,RAJSAMMAND,"250 0"" N","740 05"" E"
UDAIPUR (A),,UDAIPUR ,"240 35"" N","730 42"" E"
SARARA,105,UDAIPUR,"240 11"" N","730 55"" E"
BHIM,106,UDAIPUR,"250 45"" N","740 05"" E"
KHERWARA,105,UDAIPUR,"230 59"" N","730 36"" E"
RAJSAMAND,106,UDAIPUR,"240 04"" N","730 53"" E"
DHARIAWAD,105,UDAIPUR,"240 06"" N","740 28"" E"
JHADOL,106,UDAIPUR,"240 24"" N","730 28"" E"
KOTRA CANTT (A),106,UDAIPUR,,
JHADOL (A),,UDAIPUR,"240 24"" N","730 28"" E"
TARPAL (A),106,UDAIPUR,,
UDAIPUR ( GIRWA ),106,UDAIPUR,"240 35"" N","730 42"" E"
KUMBHALGARH,106,UDAIPUR,"250 10"" N","730 34"" E"
AMET,106,UDAIPUR,"250 19"" N","730 56"" E"
DEOGARH,106,UDAIPUR,"250 34"" N","730 58"" E"
VALLABH NAGAR,406,UDAIPUR,"240 52"" N","740 00"" E"
MAVLI,406,UDAIPUR,"240 47"" N","730 59"" E"
SALUMBER,105,UDAIPUR,"240 08"" N","740 03"" E"
KOTRA,106,UDAIPUR,"240 22"" N","730 10"" E"
GOGUNDA,106,UDAIPUR,,
RAILMAGRA,106,UDAIPUR,"250 02"" N","740 08"" E"
NATHDWARA,106,UDAIPUR,"240 55"" N","730 50"" E"
UDAIPUR DABOKE (A),106,UDAIPUR,,
